"input_index","reference","sentiment","text_key","title","author","date","period","mode","genre","gender","birthdate","nationality","role","source","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5","Topic 6","Topic 7","Topic 8","Topic 9","Topic 10","Topic 11","Topic 12","Topic 13","Topic 14","Topic 15","Topic 16","Topic 17","Topic 18","Topic 19","Topic 20","Topic 21","Topic 22","Topic 23","Topic 24","Topic 25","Topic 26","Topic 27","Topic 28","Topic 29","Topic 30","Topic 31","Topic 32","Topic 33","Topic 34","Topic 35","Topic 36","Topic 37","Topic 38","Topic 39","Topic 40","Topic 41","Topic 42","Topic 43","Topic 44","Topic 45","Topic 46","Topic 47","Topic 48","Topic 49","Topic 50","Topic 51","Topic 52","Topic 53","Topic 54","Topic 55","Topic 56","Topic 57","Topic 58","Topic 59","Topic 60","Topic 61","Topic 62","Topic 63","Topic 64","Topic 65","Topic 66","Topic 67","Topic 68","Topic 69","Topic 70","Topic 71","Topic 72","Topic 73"
35,"Collins_TheWomanin_1","1.0","Collins_TheWomanin","The Woman in White","Collins, Wilkie",1860,,,,"m",1824,"English",,"pb-manual","0.3","0.01","2.79","0.01","5.97","2.69","0.1","1.12","1.4","2.46","0.08","1.89","0.01","0.01","0.3","0.01","1.47","0.49","1.55","0.01","0.8","0.33","0.7","0.01","0.82","0.01","0.01","0.18","0.04","0.53","1.76","0.21","0.01","2.67","0.44","0.05","1.01","2.84","1.46","0.01","0.01","1.98","0.04","0.01","4.2","2.85","2.6","0.26","3.56","0.01","17.12","1.62","0.01","0.01","0.01","2.01","0.84","0.2","0.76","6.12","0.01","0.43","0.82","0.71","7.17","0.65","0.01","1.48","0.4","4.84","1.2","1.32","0.27"
36,"Cowley_Invocation_1","-0.9823","Cowley_Invocation","Invocation To Horror","Cowley, Hannah",1788,"Romantic","Poetry","Della Cruscan","f",1743,"English","Peripheral","colors","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","96.3","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05"
37,"delaMare_TheReturn_1",-982,"delaMare_TheReturn","The Return","de la Mare, Walter",1910,"Edwardian","Novel","Gothic","m",1873,"English","Peripheral","colors","0.26","0.05","1.53","1.04","8.18","0.13","2.07","3.85","4.34","1.26","0.11","6.01","1.42","0.02","0.91","0.44","0.21","1.69","2.69","0.0","0.78","0.0","0.09","0.0","0.32","0.05","0.28","0.25","0.23","0.92","1.8","0.88","0.02","1.99","1.6","0.6","0.95","0.79","2.73","0.0","0.0","4.67","0.24","0.0","0.34","1.73","1.55","2.3","3.6","0.47","2.26","0.9","0.7","0.0","0.54","0.87","0.32","0.07","0.0","0.53","0.85","0.27","0.58","1.29","1.34","1.41","0.02","0.57","6.98","12.96","0.77","1.0","0.34"
38,"DeQuincey_Klosterhei_1","0.9999","DeQuincey_Klosterhei","Klosterheim, Or, The Masque","DeQuincey, Thomas",1832,"Romantic","Novel","Gothic","m",1785,"English","Peripheral","colors","0.08","0.11","0.76","3.1","8.43","1.27","1.03","1.03","3.57","5.24","0.24","2.88","0.76","1.71","2.3","0.0","0.39","3.87","0.14","0.0","0.31","0.0","2.63","0.18","0.82","0.82","0.0","0.12","0.86","1.41","1.27","1.56","0.11","0.97","3.43","0.89","1.37","2.58","2.39","0.16","0.0","0.44","0.58","0.0","4.04","0.44","0.51","0.51","1.31","0.07","9.37","1.86","1.59","0.21","0.0","2.91","0.35","0.68","0.0","2.06","0.06","1.15","0.77","0.15","1.89","1.47","1.34","0.45","0.79","4.45","0.44","0.91","0.37"
39,"DeQuincey_SuspiriaDe_1","-0.9957","DeQuincey_SuspiriaDe","Suspiria De Profundis: Being A Sequel To The Confessions Of An English Opium-Eater'","DeQuincey, Thomas",1845,"Victorian","Short Story Collection","Gothic","m",1785,"English","Peripheral","colors","0.01","0.01","1.03","1.03","2.49","0.06","3.74","0.01","0.76","2.05","0.02","0.67","0.87","0.01","2.51","0.01","0.01","2.05","1.38","0.02","0.43","0.01","3.2","0.01","0.54","0.01","1.65","0.62","2.06","4.08","8.47","0.62","0.1","2.54","2.23","0.01","6.14","1.87","0.94","0.01","0.01","2.8","0.01","0.01","2.33","0.75","0.01","0.28","1.45","0.01","2.34","1.0","1.22","0.01","0.01","0.46","0.01","0.01","0.32","2.0","2.04","0.41","2.21","0.28","13.36","1.05","2.82","0.07","1.16","6.23","0.01","0.69","0.41"
40,"Dickens_TheHaunted_1","0.9788","Dickens_TheHaunted","The Haunted Man and the Ghost's Bargain","Dickens, Charles",1848,,,,"m",1812,"English",,"gutenberg","0.01","0.25","1.05","2.14","25.53","2.21","0.16","0.61","0.23","0.81","0.01","4.85","0.01","0.16","2.01","0.01","0.01","4.98","2.74","0.01","0.9","0.01","0.17","0.49","0.01","0.01","0.01","0.05","1.8","0.45","1.85","0.01","0.01","0.81","2.94","0.01","0.13","0.03","0.63","0.02","0.01","1.72","0.01","0.07","13.83","1.45","1.99","0.69","0.65","0.78","3.57","1.57","0.14","0.01","0.15","2.06","0.01","0.01","0.01","0.45","0.03","0.01","0.4","0.01","1.51","0.7","0.01","0.02","2.78","4.02","1.01","0.01","2.29"
41,"Dickens_TheMystery_1","0.9999","Dickens_TheMystery","The Mystery Of Edwin Drood","Dickens, Charles",1870,"Victorian","Novel","Gothic","m",1812,"English","Central","colors","0.44","0.64","3.49","0.48","2.77","0.58","0.39","2.32","1.18","0.59","0.0","4.28","1.64","0.72","1.15","0.07","0.0","2.59","1.9","0.0","1.07","0.01","0.52","0.15","1.33","0.03","0.0","0.0","1.21","1.34","1.44","0.34","0.02","2.95","4.28","1.07","0.91","1.34","0.86","0.46","0.0","0.77","1.44","0.0","3.46","4.76","0.77","0.96","2.53","0.91","4.22","1.53","1.89","0.0","0.59","1.03","0.38","0.96","0.35","1.24","2.63","0.43","5.78","1.31","3.73","1.22","0.0","0.9","2.35","4.04","1.18","1.51","2.54"
42,"duMaurier_Trilby_1","1.0","duMaurier_Trilby","Trilby","du Maurier, George",1894,"Victorian","Novel","Gothic","m",1834,"French-British","Peripheral","colors","0.12","0.44","1.12","6.79","6.91","3.28","2.02","0.29","1.35","1.29","0.79","4.87","0.0","0.08","1.26","0.28","0.54","4.31","1.75","0.01","1.26","0.0","0.74","1.83","0.09","0.07","0.51","0.78","1.88","1.32","4.59","0.48","0.41","1.4","0.87","0.42","3.57","2.72","1.53","0.18","0.23","2.08","3.93","0.35","2.26","2.59","0.76","0.76","0.65","0.2","4.59","0.67","0.51","0.02","1.6","1.1","0.43","0.51","0.0","0.8","0.0","0.33","1.24","0.39","4.82","0.87","0.05","0.84","0.86","2.85","0.98","0.0","0.54"
43,"Falkner_TheLostStr_1","0.9999","Falkner_TheLostStr","The Lost Stradivarius","Falkner, John Meade",1895,,,,"m",1858,"England",,"gutenberg","0.0","1.24","1.52","0.29","7.92","4.38","2.18","1.41","2.07","0.02","0.44","4.44","1.18","0.0","0.34","0.12","1.13","1.53","0.01","0.42","1.14","0.0","0.0","0.0","7.5","0.0","0.31","0.06","1.79","0.01","0.79","0.96","0.33","1.86","0.64","0.95","0.46","2.57","0.28","0.07","0.0","1.6","0.23","0.0","2.61","1.07","0.0","2.77","0.46","0.0","7.41","1.82","0.33","0.0","0.33","0.49","0.0","0.15","1.29","4.79","0.0","1.44","4.66","0.36","4.29","1.24","0.28","0.45","0.5","9.85","0.31","0.48","0.4"
44,"Fenwick_Secrecy_1","1.0","Fenwick_Secrecy","Secrecy","Fenwick, Eliza",1795,"Romantic","Novel","Gothic","f",1767,"English","Peripheral","colors","0.01","0.72","0.98","2.07","5.74","0.82","1.3","1.36","4.83","3.97","0.29","5.14","0.32","0.89","0.78","0.0","0.31","0.83","1.46","0.28","0.85","0.0","0.66","0.26","0.87","0.0","0.0","0.55","2.37","1.72","0.56","0.01","0.31","1.13","0.72","0.76","0.82","3.6","0.54","0.02","0.02","1.07","0.0","0.17","2.15","0.23","0.22","0.31","0.0","0.06","11.11","1.24","0.35","0.0","0.49","0.45","0.41","0.0","0.0","4.97","1.02","0.66","4.61","0.51","8.02","5.9","0.0","1.23","0.47","3.78","0.56","0.27","1.87"
45,"Ferris_TheInvader_1",-937,"Ferris_TheInvader","The Invaders","Ferris, Benjamin",1851,,,,"m",1780,"American",,"gutenberg","0.01","0.01","0.41","0.01","0.15","0.11","0.01","5.01","0.18","0.15","0.01","8.6","0.01","0.01","1.63","0.01","1.32","0.01","0.82","0.01","0.48","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.43","0.01","0.01","0.01","0.01","0.35","0.01","4.75","0.01","0.01","0.01","0.01","0.35","3.12","0.36","0.01","0.17","5.44","3.55","0.31","0.52","0.01","0.39","0.13","0.01","0.01","0.35","0.01","11.44","0.05","5.41","8.57","0.67","0.01","0.01","14.29","7.78","0.01","0.01","0.01","0.06","10.64","1.46","0.01","0.25"
46,"Gaskell_ TheDoomOf_1","0.9999","Gaskell_ TheDoomOf"," The Doom Of The Griffiths","Gaskell, Elizabeth",1858,"Victorian","Short Story","Gothic","f",1810,"English","Peripheral","colors","0.46","0.41","1.53","1.25","4.74","1.4","1.29","1.9","1.18","1.88","0.24","3.85","0.13","1.48","1.28","0.02","0.24","2.35","1.17","0.0","1.01","0.0","0.0","0.06","0.42","0.37","0.09","0.8","4.21","1.82","2.05","0.63","0.0","3.06","2.98","0.18","1.08","6.2","0.82","0.0","0.0","1.74","0.82","0.37","1.36","0.85","0.26","0.43","1.65","0.06","6.04","2.16","1.07","0.79","0.37","0.53","0.3","1.04","0.21","4.16","0.53","0.24","2.49","0.21","4.26","1.39","0.1","0.61","3.8","7.14","0.3","0.28","1.82"
47,"Gaskell_LoisTheWit_1","0.9982","Gaskell_LoisTheWit","Lois The Witch","Gaskell, Elizabeth",1861,"Victorian","Short Story","Gothic","f",1810,"English","Peripheral","colors","0.0","0.42","0.89","2.04","18.31","1.3","1.49","0.27","2.0","1.34","0.0","4.39","0.04","1.55","0.42","0.0","0.12","2.03","1.25","0.81","3.25","0.0","1.57","0.35","0.8","0.0","0.07","0.0","2.36","1.07","1.16","0.23","0.0","0.47","0.11","1.03","1.27","0.73","1.28","0.07","0.0","2.02","0.06","0.0","9.42","2.46","1.57","0.45","0.42","0.1","2.62","10.25","0.65","0.0","0.09","0.09","0.57","0.33","0.0","2.66","0.8","0.41","0.17","0.66","0.42","0.4","0.0","0.07","1.8","3.14","1.9","0.34","1.58"
48,"Gaskell_TheGreyWom_1","0.9998","Gaskell_TheGreyWom","The Grey Woman","Gaskell, Elizabeth",1861,"Victorian","Short Story","Gothic","f",1810,"English","Peripheral","colors","0.77","0.22","3.98","2.28","6.66","0.76","0.76","2.77","0.74","1.39","0.23","1.23","0.17","1.2","0.44","0.01","0.06","0.34","3.84","0.01","3.56","0.01","0.19","0.12","0.01","0.01","0.01","0.01","2.45","0.07","4.65","0.01","0.01","0.86","0.07","0.01","0.83","1.49","4.44","0.01","0.01","0.01","0.11","0.01","3.48","2.35","0.01","1.07","0.53","0.01","8.88","3.68","0.17","0.01","0.01","0.44","0.01","0.01","0.01","2.59","0.01","3.85","3.69","0.01","2.56","0.3","0.01","0.01","0.55","5.01","0.2","0.01","13.85"
49,"Gilman_TheYellowW_1","0.9995","Gilman_TheYellowW","The Yellow Wallpaper","Gilman, Charlotte Perkins",1892,,"Short Story","Gothic","f",1860,"American","Central","colors","0.01","0.01","0.01","0.01","0.01","0.01","0.34","0.22","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","5.99","0.01","6.19","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.26","7.44","0.01","0.01","0.01","60.88","0.01","0.01","0.01","0.01","0.01","0.01","5.46","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.55","0.01","0.01","0.02","0.01","0.01","0.01","0.01","0.01","10.3","0.01","0.01","1.61","0.01","0.01","0.01"
50,"Godwin_CalebWilli_1","1.0","Godwin_CalebWilli","Caleb Williams; Or, Things as They Are","Godwin, William",1794,,,,"m",1756,"English",,"gutenberg","0.65","0.22","0.83","1.08","12.69","0.84","1.61","0.37","2.45","2.97","1.2","6.38","0.19","0.34","0.74","0.27","2.05","1.33","0.11","0.27","0.56","0.05","1.79","0.0","0.9","0.89","0.05","0.0","1.4","2.73","0.72","0.26","0.0","0.53","0.0","0.83","1.13","4.85","1.93","0.9","0.0","0.49","0.0","0.0","3.57","0.25","1.17","0.01","0.64","0.0","5.43","2.07","0.37","0.15","1.06","2.56","0.0","0.01","0.1","5.31","0.0","2.25","1.48","0.41","6.94","1.96","0.0","1.0","1.05","3.67","1.56","0.17","0.2"
51,"Godwin_StLeonATal_1","1.0","Godwin_StLeonATal","St. Leon. A Tale Of The Sixteenth Century","Godwin, William",1799,"Romantic","Novel","Gothic","m",1756,"English","Central","colors","0.62","0.12","0.06","1.85","7.01","1.24","0.79","0.0","1.52","8.07","0.33","2.42","0.15","0.3","1.14","0.28","0.19","0.17","0.43","0.0","0.39","0.0","0.57","0.61","0.47","0.43","0.0","0.02","1.14","2.02","0.55","0.5","0.02","0.35","0.48","0.39","1.78","5.28","1.5","0.59","0.0","0.68","0.4","0.0","2.12","0.09","0.22","0.32","0.53","0.16","23.96","1.93","0.6","0.27","0.0","0.89","0.48","0.2","0.41","3.91","0.0","0.35","1.38","1.27","7.59","1.38","0.0","0.49","3.41","1.63","0.52","0.29","0.72"
52,"Godwin_TheAdventu_1","1.0","Godwin_TheAdventu","The Adventures Of Caleb Williams","Godwin, William",1794,"Romantic","Novel","Gothic","m",1756,"English","Central","colors","0.49","0.57","0.59","5.04","10.17","1.02","1.45","0.5","1.62","1.7","0.9","5.39","0.24","0.04","0.39","0.26","0.46","1.18","0.11","0.18","0.65","0.38","1.19","0.11","1.72","0.22","0.0","0.06","1.87","2.61","0.55","0.01","0.24","0.55","0.41","0.51","2.88","11.65","2.66","0.61","0.0","0.41","0.62","0.16","1.73","1.08","1.33","0.09","0.78","0.16","6.0","0.92","0.76","0.0","0.77","1.56","0.0","0.0","0.45","3.79","0.32","1.03","1.18","0.38","6.23","2.75","0.0","1.24","1.04","2.42","1.34","0.0","0.28"
53,"GriffithJo_TheMummyan_1","0.9999","GriffithJo_TheMummyan","The Mummy and Miss Nitocris: A Phantasy of the Fourth Dimension","Griffith-Jones, George Chetwynd",1906,,,,"m",1857,"English",,"gutenberg","0.01","0.01","0.98","1.1","1.16","0.06","0.22","22.51","0.33","0.33","0.02","0.07","0.47","0.01","0.16","0.01","0.01","0.01","2.76","0.01","0.07","0.01","0.01","0.01","0.01","0.01","0.79","0.06","0.01","0.1","0.23","0.01","0.01","0.18","6.09","0.01","0.1","0.75","1.84","0.01","0.01","4.18","0.19","0.01","19.19","1.2","0.38","0.01","0.85","0.01","11.17","8.16","2.56","3.65","0.01","1.3","0.01","0.01","0.02","1.38","0.01","0.01","0.65","0.01","0.01","0.01","0.01","0.01","0.55","2.93","0.24","0.04","0.84"
54,"Hawthorne_BeneathanU_1","0.9407","Hawthorne_BeneathanU","Beneath an Umbrella (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","6.75","0.01","0.19","0.01","0.01","0.01","6.89","59.97","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.6","0.01","0.01","0.01","0.01","0.01","0.01","1.89","0.01","0.01","0.01","22.23","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.07","0.01","0.01","0.01","0.01","0.01","0.5","0.01","0.01","0.01"
55,"Hawthorne_Chippingsw_1","0.9919","Hawthorne_Chippingsw","Chippings with a Chisel (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","0.01","0.12","0.01","2.61","0.01","0.01","0.01","0.01","0.7","0.01","4.8","0.46","0.01","0.01","0.01","0.01","0.01","0.08","0.01","0.01","0.01","0.01","0.01","0.01","0.01","2.3","0.01","1.89","0.01","0.01","0.09","0.01","0.5","0.69","17.18","0.01","0.01","0.01","0.01","9.01","1.84","0.01","0.01","0.56","0.01","0.01","0.01","0.01","0.01","2.21","0.01","2.35","0.01","2.04","0.01","0.01","0.01","0.01","1.38","0.01","0.01","0.01","21.68","1.57","0.01","0.01","0.01","0.94","6.85","9.42","7.42","0.79"
56,"Hawthorne_EdwardFane_1","0.9067","Hawthorne_EdwardFane","Edward Fane's Rosebud (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","0.01","0.93","0.08","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","3.12","0.01","0.01","0.01","0.01","0.01","0.01","0.01","2.8","0.01","0.01","0.99","20.08","0.01","0.01","0.01","0.01","0.01","0.01","7.42","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.94","1.01","0.01","0.01","0.01","55.99","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","4.78","1.02","0.01","0.01"
57,"Hawthorne_EdwardRand_1","0.9861","Hawthorne_EdwardRand","Edward Randolph'S Portrait","Hawthorne, Nathaniel",1838,,"Short Story","Gothic","m",1804,"American","Peripheral","colors","0.21","0.01","4.21","24.45","3.13","0.01","0.2","0.53","0.01","0.24","0.01","6.83","0.01","2.75","0.48","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","2.21","1.3","0.01","0.01","0.01","4.94","0.01","0.01","0.01","2.59","0.01","0.01","0.01","1.12","0.01","0.01","0.68","0.04","0.01","0.01","0.01","0.02","16.06","0.01","8.31","0.01","0.01","1.55","0.01","0.01","0.1","7.48","0.01","0.01","0.01","0.01","1.85","0.01","0.01","0.01","1.99","6.05","0.01","0.01","0.19"
58,"Hawthorne_FancysShow_1","-0.9958","Hawthorne_FancysShow","Fancy's Show-Box (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","50.5","0.02","0.02","0.02","0.02","5.87","0.02","0.02","0.02","0.02","0.02","0.02","12.64","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","29.64","0.02","0.02","0.02","0.02","0.13","0.02","0.02","0.02"
59,"Hawthorne_Footprints_1","0.9991","Hawthorne_Footprints","Footprints on the Sea-Shore (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","0.01","21.5","0.01","0.05","0.01","0.01","11.04","0.01","0.01","0.01","1.12","0.01","0.01","0.06","0.01","0.01","4.16","2.12","0.01","0.01","0.01","2.06","0.01","0.01","0.01","0.32","0.01","2.96","0.28","2.04","0.01","0.01","1.76","5.3","0.01","0.01","0.17","0.01","0.45","0.01","0.01","0.13","0.01","1.83","0.01","14.49","0.01","0.01","0.01","8.12","2.45","0.01","0.01","0.01","0.01","0.01","0.01","1.6","2.47","0.01","0.8","0.01","0.01","0.01","0.01","0.01","0.01","0.01","1.66","10.65","0.01","0.01"
60,"Hawthorne_LittleAnni_1","0.9997","Hawthorne_LittleAnni","Little Annie's Ramble (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","0.01","0.01","0.01","2.94","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","30.62","0.01","0.01","0.01","0.61","0.01","0.01","0.01","0.01","0.95","0.2","0.01","0.01","0.01","0.01","0.01","0.33","0.83","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.41","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","62.27","0.01","0.01","0.01"
61,"Hawthorne_Mossesfrom_1","1.0","Hawthorne_Mossesfrom","Mosses from an old manse","Hawthorne, Nathaniel",1846,,,,"m",1804,"American",,"pb-manual","0.0","0.22","3.03","3.83","2.34","4.69","0.63","0.64","0.86","2.45","0.01","3.53","0.95","1.12","1.59","0.15","0.47","1.3","1.42","0.13","0.61","0.01","2.52","0.0","0.76","0.41","0.81","0.45","3.15","0.94","5.6","0.06","0.35","2.72","2.21","2.45","2.38","1.09","1.24","0.14","0.13","1.82","1.66","0.5","1.68","0.93","1.64","1.52","1.12","0.18","3.37","2.71","0.69","0.24","0.62","2.01","0.3","0.04","0.39","2.62","0.85","0.32","0.82","0.09","3.01","1.55","0.01","0.57","1.25","5.63","1.94","0.31","2.21"
62,"Hawthorne_Sightsfrom_1","0.9882","Hawthorne_Sightsfrom","Sights from a Steeple (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","0.01","19.6","1.97","1.31","0.01","0.01","1.44","0.01","0.01","0.01","2.55","5.52","0.01","0.01","0.01","0.01","3.85","0.5","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.93","0.01","0.46","0.01","3.87","0.01","0.01","1.26","2.04","1.19","0.01","0.01","1.64","0.01","0.01","0.38","0.01","0.01","10.36","1.44","1.16","0.01","2.31","0.01","6.77","2.22","8.94","0.01","0.89","3.5","0.01","0.01","0.01","0.01","0.01","0.01","0.01","2.36","0.01","0.01","0.01","0.01","9.65","1.32","0.01","0.01","0.01"
63,"Hawthorne_SnowFlakes_1","0.6557","Hawthorne_SnowFlakes","Snow Flakes (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.02","0.02","0.02","0.54","0.02","1.56","0.02","0.14","0.02","0.02","0.02","2.68","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.09","0.02","22.34","0.02","0.02","0.02","0.02","3.68","10.89","0.02","0.02","0.02","0.02","2.66","0.02","0.48","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","2.0","8.57","0.02","0.02","8.16","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","5.23","8.95","21.15","0.02","0.02","0.02"
64,"Hawthorne_SundayatHo_1","0.9995","Hawthorne_SundayatHo","Sunday at Home (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","78.15","0.01","0.01","0.01","0.01","0.01","0.01","8.68","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","3.88","0.01","0.01","0.01","0.01","0.99","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","2.33","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.12","0.01","0.01","0.01","0.01","4.93","0.01","0.01","0.01"
65,"Hawthorne_Tanglewood_1","0.9999","Hawthorne_Tanglewood","Tanglewood Tales","Hawthorne, Nathaniel",1853,,,,"m",1804,"American",,"pb-manual","0.09","0.0","1.07","5.04","12.27","1.79","0.08","1.34","1.6","0.7","0.26","3.49","1.05","1.56","2.17","0.0","0.0","1.64","0.0","0.02","0.85","0.0","0.17","0.0","0.5","3.72","0.72","0.39","1.98","1.21","2.11","0.0","0.07","0.42","4.15","0.38","2.54","0.87","1.16","0.04","0.0","4.34","0.51","0.0","3.77","0.47","9.67","0.06","0.0","0.75","3.62","4.01","0.82","0.0","0.01","0.44","0.01","0.0","2.67","0.95","1.54","0.15","0.26","0.21","2.72","0.0","0.0","0.0","1.89","2.36","1.58","0.0","1.65"
66,"Hawthorne_TheGorgons_1","1.0","Hawthorne_TheGorgons","The Gorgon's Head
(From: 'A Wonder-Book for Girls and Boys')","Hawthorne, Nathaniel",1851,,,,"m",1804,"American",,"pb-manual","0.01","0.01","1.56","7.08","4.79","0.94","8.73","0.86","1.4","0.05","0.01","2.96","0.01","0.01","11.94","0.08","0.01","2.31","0.79","0.01","0.44","0.01","0.85","0.14","0.01","0.37","1.2","0.01","1.07","1.06","0.82","0.01","0.01","1.26","3.77","0.31","0.4","0.13","0.01","0.01","0.01","8.17","1.84","0.01","3.02","1.87","0.78","0.03","0.06","0.01","10.82","2.42","0.01","0.01","0.27","5.7","0.1","0.15","0.01","4.21","0.3","0.06","0.6","0.84","0.48","0.01","0.01","0.01","0.14","1.39","0.83","0.01","0.48"
67,"Hawthorne_TheHaunted_1","0.7635","Hawthorne_TheHaunted","The Haunted Mind (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","5.45","0.02","0.02","0.02","0.02","0.02","0.51","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","92.69","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02"
68,"Hawthorne_TheHouseOf_1","0.9997","Hawthorne_TheHouseOf","The House Of The Seven Gables","Hawthorne, Nathaniel",1851,,"Novel","Gothic","m",1804,"American","Central","colors","0.87","1.0","1.47","3.91","3.16","1.54","2.04","0.6","0.32","2.6","0.55","6.25","0.38","0.0","0.73","0.36","0.47","0.98","0.7","0.02","0.57","0.0","0.84","0.0","0.75","0.0","1.14","0.41","1.84","1.84","2.15","0.46","1.42","1.29","1.52","0.61","1.38","1.67","0.79","0.15","0.0","1.81","0.84","0.14","0.88","0.86","0.78","0.95","0.39","0.1","3.21","1.72","1.5","0.92","0.4","1.38","0.54","0.15","0.0","2.2","2.46","0.11","0.84","0.57","9.51","1.31","0.71","0.73","2.06","4.61","2.27","0.87","8.38"
